AcandoNorway/XmlToRdf,F,1,Maven,22,3,2016-05-13 08:01:43 UTC,2020-05-17 11:32:29 UTC,F,F,F,F,T,F,F,F,F,F,T,F,346,425,79,dependencies,DependencyResolution,NA
Arakne/Araknemu,T,0,Maven,15,5,2017-11-12 16:23:21 UTC,2020-07-22 19:53:36 UTC,F,F,F,F,T,F,F,F,F,F,F,F,2636,5676,3040,NA,NA,NA
AuthMe/ConfigMe,T,0,Maven,15,4,2016-07-08 13:30:30 UTC,2020-07-20 05:55:19 UTC,F,F,F,F,T,F,F,F,T,F,T,F,265,582,317,NA,NA,NA
CSC480-18S/Blue-Team,NA,NA,NA,0,13,2018-01-24 21:34:34 UTC,2018-05-11 20:38:59 UTC,F,F,F,F,T,F,F,F,F,F,T,F,210,210,0,NA,NA,NA
ChronosX88/JGUN,T,0,Gradle,6,3,2019-05-03 08:26:07 UTC,2019-10-11 13:29:53 UTC,F,F,T,F,F,F,F,F,T,F,F,F,45,206,161,NA,NA,NA
Cloudhunter/CrafTech,F,1,Gradle,0,2,2014-02-27 21:15:29 UTC,2014-03-06 20:21:25 UTC,F,F,T,F,F,F,F,F,F,F,F,F,95,98,3,configuration,ProjectConfiguration,NA
CrescoEdge/repo,T,0,Maven,0,1,2018-08-17 16:32:18 UTC,2019-12-19 19:13:58 UTC,F,F,F,F,T,F,F,F,F,F,T,F,15,34,19,NA,NA,NA
DDTH/ddth-dlock,T,0,Maven,0,1,2018-01-01 15:15:16 UTC,2019-07-24 19:02:01 UTC,F,F,F,F,T,F,F,F,F,F,T,F,65,149,84,NA,NA,NA
DPOH-VAR/PowerNBT,T,0,Maven,28,27,2012-12-13 12:07:58 UTC,2020-02-11 04:51:51 UTC,F,F,F,F,T,F,F,F,F,F,F,F,115,276,161,NA,NA,NA
DhruvKalaria/MQTTKafkaBridge,F,1,Maven,15,10,2016-04-27 23:14:15 UTC,2016-09-26 05:31:36 UTC,F,F,F,F,T,F,F,T,F,F,F,F,61,61,0,build files parsing/interpretation,ModelParse,NA
DukeSmartHome/DuTrack-WebService-Java,NA,NA,NA,2,1,2011-03-07 17:47:32 UTC,2011-03-07 17:48:05 UTC,F,F,F,F,F,F,F,T,F,F,F,F,33,33,0,NA,NA,NA
Harrypeas/MyJOGLTest,F,1,Maven,0,1,2018-04-20 02:48:51 UTC,2018-04-22 12:59:08 UTC,F,F,F,F,T,F,F,T,F,F,F,F,72,50,6,Java compilation,MojoFailure:maven-compiler-plugin,Source option 5 is no longer supported. Use 6 or later.
HubSpot/Baragon,T,0,Maven,101,25,2013-11-05 15:51:09 UTC,2020-07-17 18:54:15 UTC,F,F,F,T,T,F,F,F,T,F,T,T,623,41538,40915,NA,NA,NA
JULIELab/jsyncc,T,0,Maven,1,1,2018-02-08 15:08:59 UTC,2020-02-21 08:38:36 UTC,F,F,F,F,T,F,F,F,F,F,F,F,60,299,239,NA,NA,NA
JWahle/Exercise,T,0,Maven,0,3,2018-02-25 15:52:02 UTC,2018-04-02 11:46:11 UTC,F,F,F,F,T,F,F,F,F,F,F,F,13,37,24,NA,NA,NA
JanWiemer/jacis,T,0,Gradle,5,1,2015-01-20 19:30:54 UTC,2019-10-29 14:04:14 UTC,F,F,T,F,F,F,T,T,F,F,F,F,123,234,111,NA,NA,NA
Jelmerro/UniCam,T,0,Maven,15,3,2016-03-18 19:56:01 UTC,2019-06-20 16:01:30 UTC,F,F,F,F,T,F,F,F,F,F,F,F,21,56,35,NA,NA,NA
LinLorry/BBS-be,T,0,Maven,3,2,2019-12-08 04:02:58 UTC,2019-12-16 04:26:28 UTC,F,F,F,F,T,F,F,F,F,F,F,F,88,185,97,NA,NA,NA
LodLive/LodView,T,0,Maven,73,30,2013-09-05 21:29:22 UTC,2020-04-12 14:00:49 UTC,F,F,F,F,T,F,F,F,F,F,T,F,138,364,226,NA,NA,NA
Mazawrath/beanBOT,T,0,Gradle,1,1,2018-09-17 19:27:40 UTC,2020-05-05 07:56:56 UTC,F,F,T,F,F,F,F,F,F,F,T,F,191,302,111,NA,NA,NA
MoorhuhnHD/BilboT,F,1,Maven,0,1,2019-10-26 12:03:01 UTC,2020-07-12 20:38:11 UTC,F,F,F,F,T,F,F,F,T,F,F,F,125,135,10,Java compilation,MojoFailure:maven-compiler-plugin,unmappable character (0xC3) for encoding US-ASCII
NICMx/rdap-core,T,0,Maven,1,1,2017-02-07 22:36:37 UTC,2019-11-23 01:45:14 UTC,F,F,F,F,T,F,F,F,F,F,F,F,51,108,57,NA,NA,NA
NewbieOrange/SUSTech-PhyExpAssistant,NA,NA,NA,7,1,2018-03-29 14:52:59 UTC,2018-06-08 14:33:54 UTC,F,F,F,F,F,F,F,F,F,F,F,F,4,4,0,NA,NA,NA
OpenBMP/db_rest,T,0,Maven,3,5,2014-10-29 06:53:44 UTC,2018-02-26 23:33:09 UTC,F,F,F,F,T,F,F,F,F,F,F,F,50,189,139,NA,NA,NA
OpenSextant/SolrTextTagger,T,0,Maven,161,35,2013-04-25 20:31:25 UTC,2020-07-03 04:47:02 UTC,F,F,F,F,T,F,F,F,F,F,T,F,61,142,81,NA,NA,NA
PacktPublishing/TypeScript-Microservices,NA,NA,NA,39,16,2018-05-23 11:13:02 UTC,2018-05-30 06:36:06 UTC,F,F,F,F,T,F,F,F,F,F,F,F,1244,1244,0,NA,NA,NA
ReflectiveRs/YouTubeDownload,NA,NA,NA,0,2,2018-03-21 16:29:17 UTC,2019-03-25 18:49:07 UTC,F,F,F,F,F,F,F,F,F,F,F,F,3,3,0,NA,NA,NA
SConaway/Memory,T,0,Gradle,0,1,2017-03-10 01:18:17 UTC,2019-06-17 23:23:57 UTC,F,F,T,F,F,F,F,T,F,F,T,F,35,91,56,NA,NA,NA
SensorsINI/jaer,T,0,Ant,67,32,2017-05-23 16:15:12 UTC,2020-07-20 19:01:39 UTC,T,F,F,F,F,F,T,T,F,T,T,F,2411,7028,4617,NA,NA,NA
Spectre7/spring,T,0,Maven,0,1,2019-02-11 08:19:18 UTC,2019-02-11 08:25:00 UTC,F,F,F,F,T,F,F,F,F,F,F,F,28,59,31,NA,NA,NA
Sponge-RPG-dev/NT-RPG-Mods-Bridge,NA,NA,NA,0,1,2018-09-11 19:17:55 UTC,2019-04-04 10:21:15 UTC,F,F,T,F,F,F,F,F,F,F,F,F,41,41,0,NA,NA,NA
StarTux/LastLog,T,0,Maven,3,4,2012-04-03 21:10:34 UTC,2018-09-18 09:02:00 UTC,F,F,F,F,T,F,F,F,F,F,F,F,24,62,38,NA,NA,NA
SurvivalGamesDevTeam/TheSurvivalGamesProxy,F,1,Maven,2,2,2014-02-03 01:47:36 UTC,2014-02-05 17:08:36 UTC,F,F,F,F,T,F,F,F,F,F,F,F,22,30,8,Java compilation,MojoFailure:maven-compiler-plugin,Source option 5 is no longer supported. Use 6 or later.
Sylrael/TpHadoopTfidf,F,1,Maven,3,1,2018-03-03 17:04:55 UTC,2018-03-08 14:34:11 UTC,F,F,F,F,T,F,F,F,F,F,F,F,37,37,0,dependencies,DependencyResolution,NA
TheElectronWill/TOML-javalib,T,0,Gradle,13,3,2016-01-28 20:54:07 UTC,2017-04-02 16:51:39 UTC,F,F,T,F,F,F,F,F,F,F,F,F,16,44,28,NA,NA,NA
TheVerbalMurder/Treasure-Hunter,F,1,Ant,1,1,2017-08-30 14:36:34 UTC,2017-09-03 08:55:01 UTC,T,F,F,F,F,F,F,T,F,F,F,F,23,23,0,packaging,Target:makejar,NA
TricksterOnline/TNT,NA,NA,NA,7,4,2017-08-20 16:10:33 UTC,2020-01-28 17:16:35 UTC,F,F,F,F,F,F,F,F,F,F,F,F,13,13,0,NA,NA,NA
ZainlessBrombie/TOGen,T,0,Maven,1,1,2018-04-27 11:02:30 UTC,2018-05-05 10:39:48 UTC,F,F,F,F,T,F,F,F,F,F,F,F,19,78,59,NA,NA,NA
Zergleb/Java-CsvToMaps,F,1,Gradle,0,1,2016-10-29 08:06:40 UTC,2018-05-23 20:32:50 UTC,F,F,T,F,F,F,F,T,F,F,F,F,33,49,16,Java compilation,CompilationFailed,cannot find symbol
aafomin/gerbera,T,0,Gradle,34,15,2017-11-26 19:44:02 UTC,2019-10-03 18:29:39 UTC,F,F,T,F,F,F,F,F,F,F,T,F,103,185,82,NA,NA,NA
aehrc/snorocket,T,0,Maven,17,4,2013-03-11 22:18:23 UTC,2019-07-04 13:12:01 UTC,F,F,F,F,T,F,F,F,F,F,F,F,189,439,250,NA,NA,NA
ahmetaa/leblebi,T,0,Maven,11,5,2013-12-25 19:48:26 UTC,2017-03-27 11:30:44 UTC,F,F,F,F,T,F,F,F,T,F,F,F,24,64,40,NA,NA,NA
akquinet/needle,T,0,Maven,23,6,2012-03-31 11:54:13 UTC,2020-06-15 20:09:45 UTC,F,F,F,F,T,F,F,F,F,F,F,F,454,787,333,NA,NA,NA
automenta/jake2,T,0,Maven,0,1,2016-03-20 04:23:14 UTC,2016-09-21 22:35:39 UTC,T,F,F,F,T,F,F,F,F,F,F,F,354,1804,1450,NA,NA,NA
beaucoup4j/elle,T,0,Maven,1,1,2015-01-06 20:52:51 UTC,2016-06-20 17:23:24 UTC,F,F,F,F,T,F,F,F,F,F,F,F,11,28,17,NA,NA,NA
benmonro/roolie,T,0,Ant,0,7,2012-08-10 05:45:02 UTC,2012-08-10 05:46:04 UTC,T,F,F,F,F,F,F,T,F,F,F,F,231,280,49,NA,NA,NA
burningdark1007/Tmall,F,1,Maven,0,1,2019-12-24 06:22:41 UTC,2020-07-02 01:44:35 UTC,F,F,F,F,T,F,F,F,T,F,F,F,919,799,0,uncategorized,MojoExecution:maven-clean-plugin,NA
cellsrg/tabbyxl,T,0,Maven,2,2,2017-05-19 06:51:46 UTC,2018-07-08 02:56:30 UTC,F,F,F,F,T,F,F,F,F,F,F,F,62,134,72,NA,NA,NA
chipKIT32/chipKIT-importer-2.0,F,1,Ant,0,5,2017-08-04 17:32:05 UTC,2020-01-03 10:57:34 UTC,T,F,F,F,F,F,F,F,F,T,F,F,247,247,0,file not found,CannotImport,NA
cloudera/kitten,T,0,Maven,132,37,2012-06-21 21:21:03 UTC,2018-11-14 11:08:58 UTC,F,F,F,F,T,F,F,F,F,F,F,F,102,302,200,NA,NA,NA
cltl/OntoTagger,T,0,Maven,8,3,2013-07-10 09:17:37 UTC,2019-09-25 10:21:23 UTC,F,F,F,F,T,F,F,F,T,F,F,F,65,88,23,NA,NA,NA
codahale/shamir,T,0,Maven,141,44,2017-04-13 15:59:23 UTC,2019-07-17 21:20:14 UTC,F,F,F,F,T,F,F,F,F,F,F,F,28,155,127,NA,NA,NA
codeurjc/Spring-T4-Security,NA,NA,NA,1,2,2016-10-20 13:26:32 UTC,2019-11-14 15:36:50 UTC,F,F,F,F,T,F,F,F,F,F,F,F,268,268,0,NA,NA,NA
codeurjc/Spring-T5-Deployment,NA,NA,NA,1,2,2016-10-20 13:27:44 UTC,2019-10-31 14:22:27 UTC,F,F,F,F,T,F,F,F,F,F,F,F,95,95,0,NA,NA,NA
davidhjp/hmpsoc,T,0,Gradle,0,1,2015-05-10 09:56:13 UTC,2019-02-06 10:47:14 UTC,F,F,T,F,F,F,F,F,F,F,F,F,60,126,66,NA,NA,NA
dbpedia/chatbot,T,0,Maven,86,22,2017-05-08 11:32:09 UTC,2018-05-12 01:35:23 UTC,F,F,T,T,T,F,F,F,T,F,F,T,233,33093,32860,NA,NA,NA
devonfw/devon4j,T,0,Maven,35,44,2018-09-12 11:59:38 UTC,2020-06-05 05:51:31 UTC,F,F,F,F,T,F,F,F,F,F,T,F,1360,3205,1845,NA,NA,NA
eclipse/reddeer,T,0,Maven,32,41,2012-07-24 11:57:52 UTC,2020-07-16 20:49:42 UTC,F,F,F,F,T,F,F,T,F,F,F,F,2584,6730,4146,NA,NA,NA
edkek/HippyJava,T,0,Maven,17,11,2013-02-06 20:44:48 UTC,2017-11-05 22:52:10 UTC,F,F,F,F,T,F,F,F,F,F,F,F,46,110,64,NA,NA,NA
emenaceb/appjar,T,0,Maven,2,1,2016-02-15 21:19:48 UTC,2018-11-05 11:28:53 UTC,F,F,F,F,T,F,F,F,F,F,F,F,50,206,156,NA,NA,NA
erik-wramner/JmsTools,F,1,Maven,2,5,2016-06-06 16:26:04 UTC,2020-01-08 21:16:05 UTC,F,F,F,F,T,F,F,F,F,F,F,F,287,297,10,Java compilation,MojoFailure:maven-compiler-plugin,unknown
ethendev/jdruid,T,0,Maven,0,1,2016-09-21 04:05:07 UTC,2018-09-27 15:24:55 UTC,F,F,F,F,T,F,F,F,F,F,F,F,89,203,114,NA,NA,NA
evenholm/test52,T,0,Ant,0,2,2017-03-21 03:17:58 UTC,2017-03-21 03:33:26 UTC,T,F,F,F,F,F,F,T,F,F,T,F,12,12,0,NA,NA,NA
fastxml/fastxml,T,0,Maven,24,8,2016-06-11 15:11:55 UTC,2017-03-17 18:29:35 UTC,F,F,F,F,T,F,F,F,F,F,F,F,45,100,55,NA,NA,NA
feast-dev/feast,T,0,Maven,932,162,2018-12-10 07:20:15 UTC,2020-07-17 18:44:44 UTC,F,F,T,T,T,T,F,F,F,F,F,F,899,6094,5195,NA,NA,NA
firejq/EasyCall,T,0,Gradle,3,1,2018-05-22 07:45:04 UTC,2018-05-31 17:54:07 UTC,F,F,T,F,F,F,F,F,F,F,F,F,29,63,34,NA,NA,NA
flyakite/fonten,T,0,Maven,6,2,2013-03-30 10:26:55 UTC,2013-04-20 18:04:41 UTC,F,F,F,F,T,F,F,F,F,F,F,F,42,46,4,NA,NA,NA
formcept/gdfpop,T,0,Maven,2,1,2014-09-20 16:05:25 UTC,2014-09-21 04:34:03 UTC,F,F,F,F,T,F,F,F,F,F,F,F,32,75,43,NA,NA,NA
gitjitao/wx-sdk,T,0,Maven,2,9,2017-04-13 03:49:55 UTC,2017-04-13 03:55:31 UTC,F,F,F,F,T,F,F,F,F,F,F,F,590,1328,738,NA,NA,NA
gpu/JOCLSamples,T,0,Maven,7,1,2019-10-28 14:41:34 UTC,2019-10-28 14:46:43 UTC,F,F,F,F,T,F,F,F,F,F,F,F,45,134,89,NA,NA,NA
hackeryang/SwordToOffer,NA,NA,NA,49,20,2018-09-21 03:55:32 UTC,2019-07-07 14:44:11 UTC,F,F,F,F,F,F,F,F,T,F,F,F,72,72,0,NA,NA,NA
hasithadkr7/p2p,T,0,Gradle,0,1,2018-10-04 23:43:21 UTC,2019-02-02 07:55:50 UTC,F,F,T,F,F,F,F,F,F,F,F,F,66,73,16,NA,NA,NA
heyuxian/mcloud,T,0,Maven,179,82,2017-09-05 13:26:39 UTC,2019-04-01 13:38:35 UTC,F,F,F,F,T,F,F,F,F,F,T,F,512,663,151,NA,NA,NA
iaavo/swingset2,T,0,Maven,3,7,2013-07-31 11:24:58 UTC,2020-03-17 22:50:51 UTC,F,F,F,F,T,F,F,F,F,F,F,F,247,626,379,NA,NA,NA
kevinKaiF/cango,T,0,Maven,5,10,2016-09-27 15:31:05 UTC,2016-10-01 10:30:00 UTC,F,F,F,F,T,F,F,F,F,F,F,F,213,564,351,NA,NA,NA
kingcraftingnl/ITweaker-Client,F,1,Gradle,0,4,2017-06-21 07:00:45 UTC,2017-06-21 07:03:26 UTC,F,F,T,F,F,F,F,F,F,F,T,F,93,94,1,build files parsing/interpretation,NoSuchMethod,NA
kscarr73/OsgiDb,T,0,Maven,3,2,2015-01-07 04:16:15 UTC,2016-08-17 20:45:51 UTC,F,F,F,F,T,F,F,F,F,F,F,F,114,280,166,NA,NA,NA
kunstmusik/blue,T,0,Maven,87,8,2013-11-14 04:28:42 UTC,2020-07-21 14:12:03 UTC,T,F,F,T,T,F,F,F,F,T,F,F,3365,9273,5908,NA,NA,NA
leomurta/agenda,T,0,Ant,0,3,2016-06-23 11:26:31 UTC,2016-06-24 04:39:18 UTC,T,F,F,F,F,F,F,F,F,T,F,F,30,55,25,NA,NA,NA
lfbayer/simsnmp,T,0,Maven,3,2,2015-05-08 03:02:57 UTC,2020-07-03 16:14:50 UTC,F,F,F,F,T,F,F,F,F,F,F,F,28,44,16,NA,NA,NA
liqilun/iticket,T,0,Maven,0,1,2016-10-04 14:18:27 UTC,2017-02-26 13:17:33 UTC,F,F,F,F,T,F,F,F,F,F,F,F,480,1270,790,NA,NA,NA
looly/hutool-qq,T,0,Maven,3,1,2018-07-28 03:38:46 UTC,2018-12-02 16:37:41 UTC,F,F,F,F,T,F,F,F,F,F,F,F,73,145,72,NA,NA,NA
lsgier/ChallengeTask_Group2,T,0,Maven,2,1,2015-03-13 13:06:30 UTC,2015-05-30 17:49:19 UTC,F,F,F,F,T,F,F,F,F,F,F,F,123,403,280,NA,NA,NA
ltouati/vfs-gcs,T,0,Maven,0,5,2017-09-30 13:03:50 UTC,2020-07-01 17:41:20 UTC,F,F,F,F,T,F,F,F,F,F,F,F,33,76,43,NA,NA,NA
luhuiguo/speech,T,0,Maven,0,1,2014-04-23 12:52:59 UTC,2014-04-27 12:20:44 UTC,F,F,F,F,T,F,F,T,F,F,F,F,42,92,50,NA,NA,NA
marcinkunert/MapTileGenerator,NA,NA,NA,6,3,2013-11-08 14:56:58 UTC,2016-01-23 21:37:44 UTC,F,F,F,F,F,F,F,T,F,F,F,F,12,12,0,NA,NA,NA
mgormley/pacaya,T,0,Maven,41,8,2014-06-22 16:36:21 UTC,2017-07-06 13:08:52 UTC,F,F,F,F,T,F,F,F,F,F,T,F,520,1283,763,NA,NA,NA
monkeyman192/XNAT-dicom-router,T,0,Gradle,0,1,2018-11-13 22:57:30 UTC,2018-12-04 03:52:47 UTC,F,F,T,F,F,F,F,F,F,F,F,F,30,70,40,NA,NA,NA
mrolafsson/javaHTML,T,0,Maven,2,3,2012-03-06 16:03:16 UTC,2014-08-25 06:00:20 UTC,F,F,F,F,T,F,F,F,F,F,T,F,46,119,73,NA,NA,NA
mrstig/jgitflow,T,0,Maven,1,1,2015-11-27 09:37:00 UTC,2015-11-27 15:10:12 UTC,F,F,F,F,T,F,F,F,F,F,F,F,1595,3024,1429,NA,NA,NA
naz911/reviewed,T,0,Maven,0,1,2014-01-10 13:47:23 UTC,2014-01-10 14:10:57 UTC,F,F,F,F,T,F,F,F,F,F,F,F,58,154,96,NA,NA,NA
null93/drawille,T,0,Maven,10,2,2017-12-25 03:12:31 UTC,2018-08-03 03:04:17 UTC,F,F,F,F,T,F,F,F,F,F,T,F,30,64,34,NA,NA,NA
ome/ome-metakit,T,0,Maven,0,7,2016-11-04 13:36:05 UTC,2019-07-31 11:05:49 UTC,F,F,F,F,T,F,F,F,F,F,T,F,30,148,118,NA,NA,NA
ome/omero-romio,T,0,Gradle,0,12,2018-12-12 15:49:08 UTC,2020-07-10 11:29:40 UTC,F,F,T,F,F,F,F,F,F,F,T,F,68,128,60,NA,NA,NA
ordsen/Spectrum,T,0,Maven,2,2,2018-01-17 21:07:21 UTC,2018-02-02 21:45:49 UTC,F,F,F,F,T,F,F,F,F,F,F,F,46,46,0,NA,NA,NA
petrlikperu1/VIRTUALEVALUATIONSYSTEM,F,1,Ant,3,8,2020-06-21 21:22:29 UTC,2020-07-04 17:44:54 UTC,T,F,F,F,F,F,F,F,F,T,F,F,1975,1975,0,configuration,Target:-init-taskdefs,NA
pgkk/xssprotect,T,0,Ant,1,3,2016-01-29 07:26:58 UTC,2016-01-29 07:29:31 UTC,T,F,F,F,F,F,F,T,F,F,F,F,88,120,32,NA,NA,NA
piotrkot/oojson,T,0,Maven,1,1,2018-11-13 12:55:30 UTC,2019-11-04 12:04:44 UTC,F,F,F,F,T,F,F,F,F,F,T,F,54,135,81,NA,NA,NA
poqdavid/VirtualTool,F,1,Gradle,7,7,2017-02-07 10:37:40 UTC,2019-03-05 18:53:15 UTC,F,F,T,F,F,F,F,F,T,F,T,F,54,58,4,build files parsing/interpretation,NoSuchMethod,NA
prosecconetwork/The-NOC-List,NA,NA,NA,21,5,2016-04-27 23:46:09 UTC,2019-01-09 11:08:25 UTC,F,F,F,F,F,F,F,F,F,F,F,F,84,84,0,NA,NA,NA
pxb1988/dex2jar,T,0,Gradle,7729,1510,2015-03-16 09:13:07 UTC,2020-06-24 18:04:04 UTC,F,F,T,F,F,F,F,F,F,F,T,F,596,1562,966,NA,NA,NA
r10r-org/sqlify,T,0,Maven,3,2,2017-03-06 07:23:52 UTC,2019-07-03 19:51:11 UTC,F,F,F,F,T,F,F,F,F,F,T,F,168,524,356,NA,NA,NA
rayokota/kstore,T,0,Maven,2,1,2019-11-02 01:33:07 UTC,2020-07-20 07:55:23 UTC,F,F,F,F,T,F,F,F,F,F,T,F,60,139,79,NA,NA,NA
sangupta/murmur,T,0,Maven,49,16,2014-02-28 03:34:59 UTC,2019-09-15 06:56:00 UTC,F,F,F,F,T,F,F,F,F,F,T,F,38,91,53,NA,NA,NA
sap-production/OTAService,F,1,Maven,13,7,2012-06-15 15:25:18 UTC,2014-11-07 14:02:41 UTC,F,F,F,F,T,F,F,F,F,F,F,F,93,230,137,documentation generation,MojoExecution:maven-javadoc-plugin,NA
scottymwatty/UTTT,NA,NA,NA,0,1,2016-11-03 16:57:48 UTC,2016-12-02 00:37:41 UTC,F,F,F,F,F,F,F,F,F,F,F,F,11,11,0,NA,NA,NA
sejoung/ReactiveTest,T,0,Maven,2,1,2017-11-30 02:34:12 UTC,2018-05-21 07:23:26 UTC,F,F,F,F,T,F,F,F,F,F,F,F,72,172,100,NA,NA,NA
sematext/HBaseHUT,F,1,Maven,103,21,2010-11-29 20:08:44 UTC,2015-01-05 15:20:41 UTC,F,F,F,F,T,F,F,F,F,F,T,F,51,255,204,documentation generation,MojoExecution:maven-javadoc-plugin,NA
smsiebe/keyhole,T,0,Maven,0,1,2014-10-29 09:56:25 UTC,2015-03-10 13:00:34 UTC,F,F,F,F,T,F,F,F,F,F,F,F,366,349,5,NA,NA,NA
spirylics/x-gwt,T,0,Maven,9,2,2016-02-20 08:08:48 UTC,2017-09-25 19:47:45 UTC,F,F,F,F,T,F,F,F,F,F,T,F,204,475,271,NA,NA,NA
stefvanschie/IF,T,0,Maven,59,19,2017-10-29 12:49:31 UTC,2020-06-30 17:56:51 UTC,F,F,F,F,T,F,F,F,F,F,T,F,103,387,284,NA,NA,NA
symonk/sylenium,T,0,Maven,10,8,2018-07-06 23:52:54 UTC,2019-01-16 14:00:37 UTC,F,F,F,F,T,F,F,F,F,F,T,F,140,284,144,NA,NA,NA
tankle/Bandit4J,T,0,Maven,4,1,2017-09-29 07:48:04 UTC,2017-09-29 08:16:36 UTC,F,F,F,F,T,F,F,F,F,F,F,F,19,38,19,NA,NA,NA
teachus/teachus,T,0,Maven,6,6,2009-02-25 22:22:46 UTC,2020-07-01 21:38:29 UTC,T,F,F,F,T,F,F,T,F,F,T,F,608,1975,1367,NA,NA,NA
techorix/semtix,T,0,Maven,2,1,2016-04-15 17:14:14 UTC,2016-07-30 12:05:14 UTC,F,F,F,F,T,F,F,F,F,F,F,F,762,1324,562,NA,NA,NA
thatscloud/pubj,T,0,Gradle,8,1,2017-11-20 13:04:52 UTC,2017-11-27 10:36:50 UTC,F,F,T,F,F,F,F,F,F,F,F,F,37,82,45,NA,NA,NA
thieveskiller/HTTPServiceAttacker-Java,T,0,Maven,4,3,2019-08-14 12:10:53 UTC,2020-07-18 03:27:47 UTC,F,F,F,F,T,F,F,F,T,F,F,F,48,100,52,NA,NA,NA
tidalflow/rxmax,T,0,Gradle,1,1,2018-06-23 01:04:27 UTC,2018-06-23 04:13:08 UTC,F,F,T,F,F,F,F,F,F,F,F,F,20,45,25,NA,NA,NA
tkutcher/jgrade,T,0,Maven,12,2,2019-01-08 17:30:52 UTC,2020-05-14 23:14:10 UTC,F,F,F,T,T,F,F,F,F,F,F,F,96,169,73,NA,NA,NA
tn5250j/tn5250j,T,0,Ant,66,40,2015-10-22 11:42:02 UTC,2018-11-01 19:31:26 UTC,T,F,F,F,F,F,F,T,F,F,T,F,404,1202,798,NA,NA,NA
topicateam/cicd,T,0,Maven,0,1,2019-05-10 09:16:40 UTC,2019-05-10 09:32:20 UTC,F,F,F,F,T,F,F,F,T,F,F,F,18,44,26,NA,NA,NA
tzling/java-jta,T,0,Maven,0,1,2018-07-08 09:46:35 UTC,2018-08-05 06:34:07 UTC,F,F,F,F,T,F,F,F,F,F,F,F,37,86,49,NA,NA,NA
vincentsaluzzo/jTileDownloader,F,1,Ant,7,4,2012-04-17 07:35:29 UTC,2012-04-18 09:53:46 UTC,T,F,F,F,F,F,F,F,F,F,F,F,473,502,51,file not found,Target:sources,NA
vipshop/vjtools,T,0,Maven,6663,1359,2018-05-29 09:07:08 UTC,2020-06-18 15:47:16 UTC,F,F,F,F,T,F,F,F,F,F,T,F,463,463,0,NA,NA,NA
vltgroup/ccTalk,T,0,Maven,13,2,2016-10-17 19:41:14 UTC,2019-03-25 18:30:49 UTC,F,F,F,F,T,F,F,F,F,F,T,F,53,102,49,NA,NA,NA
vy/rotating-fos,T,0,Maven,14,2,2018-01-06 21:22:58 UTC,2020-01-10 20:23:51 UTC,F,F,F,F,T,F,F,F,F,F,F,F,44,113,69,NA,NA,NA
xemle/fileindex,T,0,Maven,0,1,2016-09-18 13:30:30 UTC,2016-10-03 17:59:18 UTC,F,F,F,F,T,F,F,F,F,F,F,F,92,200,108,NA,NA,NA
xnnyygn/xgossip,T,0,Maven,4,1,2018-08-31 05:05:08 UTC,2020-06-16 14:26:15 UTC,F,F,F,F,T,F,F,F,F,F,F,F,89,286,197,NA,NA,NA
xtuhcy/webkit4j,T,0,Maven,22,3,2016-09-25 08:46:00 UTC,2016-10-14 02:08:08 UTC,F,F,F,F,T,F,F,F,F,F,F,F,50,106,56,NA,NA,NA
